"Referentiecode","ReferentieOmslagcode","Sortering","Referentienummer","Omschrijving (verkort)","Omschrijving","D/C","Nivo","ZZP-Belastingdienst pilot ZOL-AWA","Afrek syst","WoCo","BB","ZZP","Agro","WKR","EZ/VOF","BV","WoCo","Bank","OZW","Nivo5","Uitbr5"
"WAfsRvmBvm","","T.E.N","4106105","Boekresultaat Vooruitbetalingen op materiële vaste activa","Boekresultaat Vooruitbetalingen op materiële vaste activa boekresultaat op materiële vaste activa","C","4","",""," ","","1","","","","","","","","",""
"WAfsRvmBgm","","T.E.O","4106110","Boekresultaat Niet aan de bedrijfsuitoefening dienstbare materiële vaste activa","Boekresultaat Niet aan de bedrijfsuitoefening dienstbare materiële vaste activa boekresultaat op materiële vaste activa","C","4","",""," ","","1","","","","","","","","",""
"WAfsRvmOrz","","T.E.P","4106120","Boekresultaat Onroerende en roerende zaken ten dienste van de exploitatie","Boekresultaat Onroerende en roerende zaken ten dienste van de exploitatie","C","4","","","1","","1","","","1","","","","","",""
"WAfsBov","","T.F","4107000","Boekresultaat vastgoed","Boekresultaat vastgoed","C","3","","","1","","1","","","1","","","","","",""
"WAfsBovBvo","","T.F.A","4107010","Boekresultaat vastgoedbeleggingen in ontwikkeling","Boekresultaat vastgoedbeleggingen in ontwikkeling boekresultaat vastgoed","C","4","","","1","","1","","","1","","","","","",""
"WAfsBovBve","","T.F.B","4107020","Boekresultaat vastgoedbeleggingen in exploitatie","Boekresultaat vastgoedbeleggingen in exploitatie boekresultaat vastgoed","C","4","","","1","","1","","","1","","","",""," ",""
"WAfsDae","","T.G","4199000","Doorberekende afschrijvingen en waardeveranderingen","Doorberekende afschrijvingen en waardeveranderingen","C","3","","","1","","1","","","","","","",""," ",""
"WAfsDaeDaf","","T.G.A","4199010","Doorberekende afschrijvingen","Doorberekende afschrijvingen doorberekende afschrijvingen en waardeveranderingen","C","4","","","1","","1","","","","","","","","",""
"WAfsDaeDafDai","","T.G.A010","4199010","Doorberekende afschrijvingen immateriële vaste activa","Doorberekende afschrijvingen immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WAfsDaeDafDam","","T.G.A020","4199010","Doorberekende afschrijvingen materiële vaste activa","Doorberekende afschrijvingen materiële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WAfsDaeDow","","T.G.B","4199020","Doorberekende waardeveranderingen","Doorberekende waardeveranderingen doorberekende afschrijvingen en waardeveranderingen","C","4","","","1","","1","","","","","","","","",""
"WAfsDaeDowDwi","","T.G.B010","4199020","Doorberekende waardeveranderingen immateriële vaste activa","Doorberekende waardeveranderingen immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WAfsDaeDowDwm","","T.G.B020","4199020","Doorberekende waardeveranderingen materiële vaste activa","Doorberekende waardeveranderingen materiële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WAfsDaeDve","","T.G.C","4199030","Doorberekende verkoopresultaten","Doorberekende verkoopresultaten doorberekende afschrijvingen en waardeveranderingen","C","4","","","1","","1","","","","","","","","",""
"WAfsDaeDveDvi","","T.G.C010","4199030","Doorberekende verkoopresultaten immateriële vaste activa","Doorberekende verkoopresultaten immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WAfsDaeDveDvm","","T.G.C020","4199030","Doorberekende verkoopresultaten materiële vaste activa","Doorberekende verkoopresultaten materiële vaste activa doorberekende afschrijvingen en waardeveranderingen","C","5","","","1","","1","","","","","","","","1",""
"WWvi","","U","41.01","Waardeveranderingen van immateriële en materiële vaste activa en vastgoedbeleggingen","Waardeveranderingen van immateriële en materiële vaste activa en vastgoedbeleggingen","D","2","","","1","","1","","","","","","","","",""
"WWviWvi","","U.A","4103000","Waardeveranderingen van immateriële vaste activa","Waardeveranderingen van immateriële vaste activa","D","3","","","1","","1","","","","","","","","",""
"WWviWviBwi","","U.A.A","4103200","Bijzondere waardeverminderingen van immateriële vaste activa","Bijzondere waardeverminderingen van immateriële vaste activa waardeveranderingen van immateriële vaste activa","D","4","","","1","","1","","","","","","","","",""
"WWviWviTbi","","U.A.B","4103210","Terugneming van bijzondere waardeverminderingen van immateriële vaste activa","Terugneming van bijzondere waardeverminderingen van immateriële vaste activa waardeveranderingen van immateriële vaste activa","C","4","","","1","","1","","","","","","","","",""
"WWviWvm","","U.B","4104000","Waardeveranderingen van materiële vaste activa","Waardeveranderingen van materiële vaste activa","D","3","","","1","","1","","","","","","","","",""
"WWviWvmBwm","","U.B.A","4104200","Bijzondere waardeverminderingen van materiële vaste activa","Bijzondere waardeverminderingen van materiële vaste activa waardeveranderingen van materiële vaste activa","D","4","","","1","","1","","","","","","","","",""
"WWviWvmTbm","","U.B.B","4104210","Terugneming van bijzondere waardeverminderingen van materiële vaste activa","Terugneming van bijzondere waardeverminderingen van materiële vaste activa waardeveranderingen van materiële vaste activa","C","4","","","1","","1","","","","","","","","",""
"WWviWvb","","U.C","4105500","Wijziging in de reële waarde van vastgoedbeleggingen","Wijziging in de reële waarde van vastgoedbeleggingen","D","3","","","1","","1","","","","","","","","",""
"WWviWvbBwv","","U.C.A","4105505","Bijzondere waardeverminderingen van vastgoedbeleggingen","Bijzondere waardeverminderingen van vastgoedbeleggingen waardeveranderingen van vastgoedbeleggingen","D","4","","","1","","1","","","","","","","","",""
"WWviWvbTbw","","U.C.B","4105515","Terugneming van bijzondere waardeverminderingen van vastgoedbeleggingen","Terugneming van bijzondere waardeverminderingen van vastgoedbeleggingen waardeveranderingen van vastgoedbeleggingen","C","4","","","1","","1","","","","","","","","",""
"WBwv","","V","41.02","Overige waardeveranderingen","Overige waardeveranderingen","D","2","","","1","","1","","","","","","",""," ",""
"WBwvObw","","V.A","4106009","Bijzondere waardeverminderingen van vlottende activa","Bijzondere waardeverminderingen van vlottende activa","D","3","","","1","","1","","","","","","",""," ",""
"WBwvObwBwv","","V.A.A","4106014","Bijzondere waardeverminderingen van vlottende activa","Bijzondere waardeverminderingen van vlottende activa","D","4","","","1","","1","","","","","","",""," ",""
"WBwvObwBwvBwk","","V.A.A010","4106015","Bijzondere waardevermindering vorderingen (korte termijn)","Bijzondere waardevermindering vorderingen (korte termijn) overige bijzondere waardeverminderingen","D","5","","","1","","1","","","","","","","","1",""
"WBwvObwBwvBwe","","V.A.A020","4106025","Bijzondere waardevermindering effecten (korte termijn)","Bijzondere waardevermindering effecten (korte termijn) overige bijzondere waardeverminderingen","D","5","","","1","","1","","","","","","","","1",""
"WBwvObwBwvBwo","","V.A.A030","4106030","Bijzondere waardevermindering overige vlottende activa","Bijzondere waardevermindering overige vlottende activa overige bijzondere waardeverminderingen","D","5","","","1","","1","","","","","","","","1",""
"WBwvObwBwvLim","","V.A.A040","4106045","Liquide middelen","Liquide middelen","D","5","","","1","","1","","","","","","","","1",""
"WBwvGwb","","V.B","4106200","Gerealiseerde waardeveranderingen van beleggingen","Gerealiseerde waardeveranderingen van beleggingen","C","3","","","1","","1","","","","","","","","",""
"WBwvGwbGwb","","V.B.A","4106210","Gerealiseerde waardeveranderingen van beleggingen","Gerealiseerde waardeveranderingen van beleggingen","C","4","","","1","","1","","","","","","","","",""
"WBwvGwbGwbGwg","","V.B.A010","4106210","Gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen","Gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen","C","5","","","1","","1","","","","","","","","1",""
"WBwvGwbGwbGwd","","V.B.A020","4106210","Gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen","Gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen","C","5","","","1","","1","","","","","","","","1",""
"WBwvGwbGwbGwt","","V.B.A030","4106210","Gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen","Gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen","C","5","","","1","","1","","","","","","","","1",""
"WBwvGwbGwbGwa","","V.B.A040","4106210","Gerealiseerde waardeveranderingen van beleggingen in andere beleggingen","Gerealiseerde waardeveranderingen van beleggingen in andere beleggingen","C","5","","","1","","1","","","","","","","","1",""
"WBwvNwb","","V.C","4106300","Niet-gerealiseerde waardeveranderingen van beleggingen","Niet-gerealiseerde waardeveranderingen van beleggingen","C","3","","","1","","1","","","","","","","","",""
"WBwvNwbNwb","","V.C.A","4106310","Niet-gerealiseerde waardeveranderingen van beleggingen","Niet-gerealiseerde waardeveranderingen van beleggingen","C","4","","","1","","1","","","","","","","","",""
"WBwvNwbNwbGwg","","V.C.A010","4106310","Niet-gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen","Niet-gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen","C","5","","","1","","1","","","","","","","","1",""
"WBwvNwbNwbGwd","","V.C.A020","4106310","Niet-gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen","Niet-gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen","C","5","","","1","","1","","","","","","","","1",""
"WBwvNwbNwbGwt","","V.C.A030","4106310","Niet-gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen","Niet-gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen","C","5","","","1","","1","","","","","","","","1",""
"WBwvNwbNwbGwa","","V.C.A040","4106310","Niet-gerealiseerde waardeveranderingen van beleggingen in andere beleggingen","Niet-gerealiseerde waardeveranderingen van beleggingen in andere beleggingen","C","5","","","1","","1","","","","","","","","1",""
"WBed","","W","42","Overige bedrijfskosten","Overige bedrijfskosten","D","2","1","","1","","1","","","","","","",""," ",""
"WBedWkr","","W.A","4003999","Werkkostenregeling - detail","Werkkostenregeling - detail","D","3","","","1","","1","","1","","","","",""," ",""
"WBedWkrWkf","","W.A.A","4004000","Werkkosten vrije ruimte","Werkkosten vrije ruimte overige personeelsgerelateerde kosten","D","4","","","1","","1","","1"," ","","","",""," ",""
"WBedWkrWkfVtw","","W.A.A010","4004010","Verteer werknemers (buiten werkplek, extern)","Verteer werknemers (buiten werkplek, extern) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfMow","","W.A.A020","4004020","Maaltijden op de werkplek","Maaltijden op de werkplek overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVcn","","W.A.A030","4004030","Vaste vergoeding voor consumpties (niet-ambulante werknemer)","Vaste vergoeding voor consumpties (niet-ambulante werknemer) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfRvn","","W.A.A040","4004040","Rentevoordeel personeelslening (niet eigen woning of (elektrische) fiets/elektrische scooter)","Rentevoordeel personeelslening (niet eigen woning of (elektrische) fiets/elektrische scooter) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfHei","","W.A.A050","4004050","Huisvesting en inwoning (incl energie,water, bewassing) niet ter vervulling dienstbetrekking","Huisvesting en inwoning (incl energie,water, bewassing) niet ter vervulling dienstbetrekking overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVmn","","W.A.A060","4004060","Vergoeding/verstrekking mobiele telefoon incl. abonnement (indien niet noodzakelijk)","Vergoeding/verstrekking mobiele telefoon incl. abonnement (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVtb","","W.A.A070","4004070","Vergoeding telefoonabonnementen/internetabonnementen bij werknemer thuis (indien niet noodzakelijk)","Vergoeding telefoonabonnementen/internetabonnementen bij werknemer thuis (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVvt","","W.A.A080","4004080","Vergoeding/verstrekking van tablet (indien niet noodzakelijk)","Vergoeding/verstrekking van tablet (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVlp","","W.A.A090","4004090","Vergoeding/verstrekking van laptop (indien niet noodzakelijk)","Vergoeding/verstrekking van laptop (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVdt","","W.A.A100","4004100","Vergoeding/verstrekking van desktop (indien niet noodzakelijk)","Vergoeding/verstrekking van desktop (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVcp","","W.A.A110","4004110","Vergoeding/verstrekking computerprogrammatuur (indien niet noodzakelijk)","Vergoeding/verstrekking computerprogrammatuur (indien niet noodzakelijk) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfIwt","","W.A.A120","4004120","Inrichting werkplek thuis (exclusief arbovoorzieningen)","Inrichting werkplek thuis (exclusief arbovoorzieningen) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVrh","","W.A.A130","4004130","Vergoeding reiskosten voorzover boven € 0,19 per kilometer","Vergoeding reiskosten voorzover boven € 0,19 per kilometer overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVpb","","W.A.A140","4004140","Vergoeding van kosten van persoonlijke beschermingsmiddelen aan werknemer","Vergoeding van kosten van persoonlijke beschermingsmiddelen aan werknemer overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVww","","W.A.A150","4004150","Vergoeding van kosten van werkkleding die nagenoeg uitsluitend geschikt is om in te werken","Vergoeding van kosten van werkkleding die nagenoeg uitsluitend geschikt is om in te werken overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVka","","W.A.A160","4004160","Vergoeding van kosten van kleding die achterblijft op de werkplek","Vergoeding van kosten van kleding die achterblijft op de werkplek overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfVog","","W.A.A170","4004170","Verstrekking/vergoeding van overige kleding","Verstrekking/vergoeding van overige kleding overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfEho","","W.A.A180","4004180","Eerste huisvestingskosten (tot 18% van het loon)","Eerste huisvestingskosten (tot 18% van het loon) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
"WBedWkrWkfZve","","W.A.A190","4004190","Zakelijke verhuiskosten exclusief kosten overbrenging boedel (boven gerichte vrijstelling)","Zakelijke verhuiskosten exclusief kosten overbrenging boedel (boven gerichte vrijstelling) overige personeelsgerelateerde kosten","D","5","","","1","","1","","1","1","","","","","1",""
